fips_code,community_name,tank_farm_id,uscg_id,aea_id,entity_name,number_of_tanks,total_capacity,gasoline_capacity,diesel_capacity,av_gas_capacity,jet_fuel_capacity,other_fuel_capacity,barge_delivery,plane_delivery,road_delivery,inspected_by_uscg,fuel_supplier,recommendations_by_aea,distance_to_barge_mooring,tank_farm_evaluation_id,source,report,start_year,end_year,latitude,longitude
0241720,Kotlik,,ANC-K-040,,Kotlik Tank Farm,5,198000,6000,192000,,,,t,f,f,t,,,,,DEC,,,,63.03692626953125,-163.5281982421875
0241720,Kotlik,,,277-BF-07,Lower Yukon School District,2,9000,,9000,,,,t,f,f,f,,,,,DEC,,,,63.03167724609375,-163.55499267578125
0241830,Kotzebue,,,277-BF-03,AT&T,2,2000,,2000,,,,f,f,t,f,,,,,DEC,,,,66.89849853515625,-162.5985107421875
0241830,Kotzebue,,,,Alaska Airlines,1,1200,,,,1200,,f,f,t,f,,,,,DEC,,,,66.8914794921875,-162.60247802734375
0241830,Kotzebue,,,277-BF-08,Alaska Army National Guard,1,1500,,1500,,,,f,f,t,f,,,,,DEC,,,,66.88232421875,-162.606689453125
0241830,Kotzebue,,,277-BF-04,Alaska Army National Guard,1,3000,,3000,,,,f,f,t,f,,,,,DEC,,,,66.901123046875,-162.58172607421875
0241830,Kotzebue,,ANC-K-043,,CPD Alaska,,,,,,,,,,,t,,,,,,,,,66.896728515625,-162.593017578125
0241830,Kotzebue,,<Null>,277-BF-01,City of Kotzebue,12,21000,,21000,,,,f,f,t,f,,,,,DEC,,,,66.896728515625,-162.5928955078125
0241830,Kotzebue,,,,DOT&PF Kotzebue APT,4,8600,1100,7500,,,,t,f,f,f,,,,,DEC,,,,66.8914794921875,-162.60650634765625
0241830,Kotzebue,,,277-BF-05,National Park Service,2,3000,,3000,,,,f,f,t,f,,,,,DEC,,,,66.8936767578125,-162.60162353515625
0241830,Kotzebue,,ANC-K-101,,Northland Services,,,,,,,,,,,t,,,,,,,,,66.896728515625,-162.593017578125
0241830,Kotzebue,,ANC-K-022,,Northwest Arctic Borough School District,9,235300,,235300,,,,t,f,f,t,,,,,DEC,,,,66.903076171875,-162.572998046875
0241830,Kotzebue,,,,Vitus Terminal,2,10000,5000,5000,,,,t,f,f,f,,,,,DEC,,,,66.89007568359375,-162.5999755859375
0241940,Koyuk,588,,278-BF-05,ADOT,,3000,,,,,,t,f,f,f,,,,787,AEA,,,,64.93212890625,-161.1572265625
0241940,Koyuk,,,278-BF-04,Alaska Army National Guard,1,1500,,1500,,,,f,f,t,f,,,,,DEC,,,,64.9312744140625,-161.1588134765625
0241940,Koyuk,582,ANC-K-044,278-BF-01,Alaska Village Electric Cooperative,,71250,,,,,,t,f,f,t,,,,62,AEA,,,,64.93212890625,-161.1572265625
0241940,Koyuk,585,,278-BF-02,Beach,,6500,,,,,,t,f,f,f,,,,784,AEA,,,,64.93212890625,-161.1572265625
0241940,Koyuk,,ANC-K-045,,Koyuk Tank Farm,4,83000,,83000,,,,t,f,f,t,,,,,DEC,,,,64.93212890625,-161.1571044921875
0241940,Koyuk,,,,Koyuk Tank Farm,5,135000,,135000,,,,,,,f,,,,,DEC,,,,64.93212890625,-161.16748046875
0241940,Koyuk,,ANC-K-046,,Koyuk Tank Farm,5,120000,,120000,,,,,,,t,,,,,DEC,,,,64.931884765625,-161.1680908203125
0241940,Koyuk,,,,Koyuk Tank Farm,18,432000,93000,336000,,,3000,t,f,f,,Crowley,,,,AEA,2024 Assessment,2023,2024,64.9318935676631,-161.167888506047
0241940,Koyuk,,,,Koyuk Tank Farm,5,94500,94500,,,,,,,,f,,,,,DEC,,,,64.931884765625,-161.16778564453125
0242050,Koyukuk,385,,121-BF-02,Alaska Army National Guard,,4600,,,,,,t,f,f,f,,,,744,AEA,,,,65.97991943359375,-161.13177490234375
0242050,Koyukuk,,,,DOT&PF Koyukuk APT,1,1000,,1000,,,,f,t,f,f,,,,,DEC,,,,64.87969970703125,-157.718505859375
0242050,Koyukuk,,,,Koyukuk Shared Tank Farm,5,116996,30000,75000,,,11996,t,f,f,,Ruby Marine,,,,AEA,2024 Assessment,2023,2024,64.8814688390012,-157.705777747485
0242050,Koyukuk,,ANC-K-048,,Koyukuk Tank Farm,5,95000,33000,62000,,,,t,f,f,t,,,,,DEC,,,,64.8817138671875,-157.7056884765625
0242050,Koyukuk,,ANC-K-047,281-BF-06,Koyukuk Tank Farm,2,17000,,17000,,,,t,f,f,t,,,,,DEC,,,,64.8817138671875,-157.70440673828125
0242050,Koyukuk,219,,254-BF-03,State of Alaska DOT&PF,,1000,,,,,,t,f,f,f,,,,171,AEA,,,,64.87969970703125,-157.71868896484375
0242380,Kwethluk,,ANC-K-106,,ANTHC,,,,,,,,,,,t,,,,,,,,,60.811279296875,-161.4375
0242380,Kwethluk,,,,Alaska Army National Guard,1,1500,,1500,,,,f,f,t,f,,,,,DEC,,,,60.81109619140625,-161.43511962890625
0242380,Kwethluk,,,,City of Kwethluk,3,22000,,22000,,,,t,f,f,f,,,,,DEC,,,,60.81072998046875,-161.44049072265625
0242380,Kwethluk,812,,281-BF-03,City of Kwethluk,,17000,,,,,,t,f,f,f,,,,175,AEA,,,,60.811279296875,-161.43389892578125
0242380,Kwethluk,,,281-BF-05,Kwethluk Airport Maintenance Station,2,2000,,2000,,,,f,f,t,f,,,,,DEC,,,,60.79388427734375,-161.438720703125
0242380,Kwethluk,815,ANC-K-050,281-BF-01,Kwethluk Electric Utility,,25000,,,,,,t,f,f,t,,,,71,AEA,,,,60.8115234375,-161.43389892578125
0242380,Kwethluk,,,,Kwethluk Tank Farm,7,143000,,143000,,,,t,f,f,f,,,,,DEC,,,,60.81011962890625,-161.418701171875
0242380,Kwethluk,,,,Kwethluk Tank Farm,2,46000,,46000,,,,,,,f,,,,,DEC,,,,60.80731201171875,-161.42120361328125
0242380,Kwethluk,,ANC-K-053,,Kwethluk Tank Farm,10,208750,116750,92000,,,,t,f,f,t,,,,,DEC,,,,60.81011962890625,-161.418701171875
0242380,Kwethluk,,,,Kwethluk corporation tank farm,18,394500,115000,276000,,,3500,t,f,f,,Crowley/Vitus,,,,AEA,2024 Assessment,2023,2024,60.8098578096617,-161.418821184499
0242380,Kwethluk,,ANC-K-052,,Lower Kuskokwim School District,5,78000,,78000,,,,t,f,f,t,,,,,DEC,,,,60.8074951171875,-161.42279052734375
0242380,Kwethluk,,,,School Tank Farm,4,61508,,61508,,,,t,f,f,,Crowley / vitus,,,,AEA,2024 Assessment,2023,2024,60.80726343,-161.42138927
0242490,Kwigillingok,385,,121-BF-02,Alaska Army National Guard,,4600,,,,,,t,f,f,f,,,,744,AEA,,,,65.97991943359375,-161.13177490234375
0242490,Kwigillingok,,,,Kwigillingok Power Company Tanks,3,66275,,66275,,,,t,f,f,,Vitus,,,,AEA,2024 Assessment,2023,2024,59.8770071605829,-163.16178153132
0242490,Kwigillingok,,,282-BF-04,Kwigillingok Tank Farm,5,93100,,93100,,,,t,f,f,f,,,,,DEC,,,,59.88189697265625,-163.151611328125
0242490,Kwigillingok,,ANC-K-054,282-BF-01,Kwigillingok Tank Farm,12,148900,49900,99000,,,,t,f,f,t,,,,,DEC,,,,59.88189697265625,-163.151611328125
0242490,Kwigillingok,,,,Kwik Inc Marina Tank Farm,13,158255,46000,73528,,,38727,t,f,f,,Vitus,,,,AEA,2024 Assessment,2023,2024,59.8818925939494,-163.151834059549
0242490,Kwigillingok,,,,LKSD Kiwgillingok School Tank Farm,3,75000,,75000,,,,t,f,f,,Crowley,,,,AEA,2024 Assessment,2023,2024,59.8776045983714,-163.157878855358
0242490,Kwigillingok,,,282-BF-02,Lower Kuskokwim School District,4,76000,,76000,,,,t,f,f,f,,,,,DEC,,,,59.8770751953125,-163.1575927734375
0242820,Lake Minchumina,,,282-BF-06,DOT&PF Minchumina APT,1,1000,,1000,,,,f,t,f,f,,,,,DEC,,,,63.88427734375,-152.30987548828125
0242820,Lake Minchumina,,,,Federal Aviation Administration,1,2000,,2000,,,,f,f,t,f,,,,,DEC,,,,63.8861083984375,-152.30181884765625
0243040,Larsen Bay,,,,City of Larsen Bay,7,121500,41500,80000,,,,t,f,f,f,,,,,DEC,,,,57.530517578125,-154.00048828125
0243040,Larsen Bay,,,,City of Larsen Bay Tank Farm,6,129696,25381,76143,,,28172,t,f,f,,Crowley,,,,AEA,2024 Assessment,2023,2024,57.5304669186133,-154.000441114227
0243040,Larsen Bay,,,283-BF-03,Icicle,10,122500,20000,102500,,,,t,f,f,f,,,,,DEC,,,,57.5377197265625,-153.99090576171875
0243040,Larsen Bay,,,283-BF-05,Kodiak Island Borough School District,1,1000,,1000,,,,f,f,t,f,,,,,DEC,,,,57.5377197265625,-153.981201171875
0243040,Larsen Bay,73,,283-BF-01,Kodiak Salmon Packers,,128900,,,,,,t,f,f,f,,,,63,AEA,,,,57.5377197265625,-153.99029541015625
0243810,Levelock,,,283-BF-04,AK DOT&PF Levelock,2,2000,,2000,,,,,,,f,,,,,DEC,,,,59.126708984375,-156.86297607421875
0243810,Levelock,,,112-BF-02,Lake and Peninsula School District,1,12000,,12000,,,,f,f,t,f,,,,,DEC,,,,59.1129150390625,-156.8577880859375
0243810,Levelock,957,ANC-L-001,283-BF-02,Levelock Village Council,1,124900,,120000,,,,t,f,f,t,,,,823,AEA,,,,59.11090087890625,-156.86090087890625
0243810,Levelock,,,,Levelock Village Council Tank Farm,6,138000,18000,120000,,,,t,f,f,,Vitus,,,,AEA,2024 Assessment,2023,2024,59.1125128757584,-156.858652272516
0244030,Lime Village,233,,,Iditarod Area Schools,,1000,,,,,,t,t,f,f,,,,538,AEA,,,,61.35552978515625,-155.43719482421875
0244030,Lime Village,232,,287-BF-01,Iditarod Area Schools,,7000,,,,,,t,t,f,f,,,,980,AEA,,,,61.35552978515625,-155.43719482421875
0244030,Lime Village,234,,,Lime Village Traditional Council,,7200,,,,,,t,t,f,f,,,,70,AEA,,,,61.35528564453125,-155.43548583984375
0244030,Lime Village,236,,,United Utilities,,1000,,,,,,t,t,f,f,,,,103,AEA,,,,61.35491943359375,-155.435791015625
0244030,Lime Village,235,,,lime Village Electric Utility,,3000,,,,,,t,t,f,f,,,,102,AEA,,,,61.3560791015625,-155.43658447265625
0244580,Livengood,,,,AT&T,4,3900,,3900,,,,f,t,f,f,,,,,DEC,,,,65.58807373046875,-148.47869873046875
0244580,Livengood,,,,AT&T,4,5000,,5000,,,,f,t,f,f,,,,,DEC,,,,66.0145263671875,-149.814208984375
0244580,Livengood,,,,DOT&PF Livengood MS,5,16000,3000,13000,,,,f,f,t,f,,,,,DEC,,,,65.522705078125,-148.5491943359375
0244580,Livengood,,,,GCI Communication Corp.,1,2000,,2000,,,,f,f,t,f,,,,,DEC,,,,65.47271728515625,-148.64947509765625
0245460,Lower Kalskag,,,,AVEC Tank Farm,7,189000,,189000,,,,t,f,f,,Lucy Jordanitus,,,,AEA,2024 Assessment,2023,2024,61.5267456735407,-160.347894806976
0245460,Lower Kalskag,237,,,Alaska Village Electric Cooperative,,103500,,,,,,t,f,f,f,,,,184,AEA,,,,61.51287841796875,-160.36309814453125
0245460,Lower Kalskag,239,,,City of Lower Kalskag,,74770,,,,,,t,f,f,f,,,,186,AEA,,,,61.5126953125,-160.36407470703125
0245460,Lower Kalskag,,,,Kalskag City Tank Farm,6,206000,27000,159000,,,20000,t,f,f,,Crowley/Vitus,,,,AEA,2024 Assessment,2023,2024,61.5262086336166,-160.348428145839
0245460,Lower Kalskag,,,,Kalskag Morgan's Fuel Tank Farm,6,145000,81000,54000,,,10000,t,f,f,,Vitus,,,,AEA,2024 Assessment,2023,2024,61.526003719582,-160.348633384922
0245460,Lower Kalskag,108,,115-BF-07,Kuspuk School District,,142100,,,,,,t,f,f,t,,,,137,AEA,,,,61.5731201171875,-159.2490234375
0245460,Lower Kalskag,,,,Lower Elementary School Tank Farm,3,21000,,21000,,,,t,f,f,,Crowley/Vitus,,,,AEA,2024 Assessment,2023,2024,61.5122885104848,-160.361343544433
0245460,Lower Kalskag,,,,Lower Kalskag Fuel Sales,2,33000,27000,6000,,,,t,f,f,f,,,,,DEC,,,,61.5098876953125,-160.36212158203125
0246780,Manley Hot Springs,,,,DOT&PF Manley APT,1,3000,,3000,,,,f,f,t,f,,,,,DEC,,,,64.99847412109375,-150.63800048828125
0246780,Manley Hot Springs,,,,DOT&PF Manley MS,3,9000,1000,8000,,,,f,f,t,f,,,,,DEC,,,,65.00732421875,-150.6123046875
0246780,Manley Hot Springs,,,,TDX Power,1,10000,,10000,,,,f,f,t,f,,,,,DEC,,,,64.9945068359375,-150.63360595703125
0246780,Manley Hot Springs,,,,Yukon Koyukuk School District,1,8000,,8000,,,,f,f,t,f,,,,,DEC,,,,64.99591064453125,-150.63690185546875
0246890,Manokotak,827,,,Alaska Army National Guard,,1500,,,,,,t,t,f,f,,,,595,AEA,,,,58.98468017578125,-159.052490234375
0246890,Manokotak,,,,Manokotak Airport Maintenance Station,2,5500,,5500,,,,t,f,f,f,,,,,DEC,,,,58.93768310546875,-158.89947509765625
0246890,Manokotak,,,,Manokotak Corporation Tank Farm,15,227996,45000,180000,,,2996,t,f,f,,Vitus,,,,AEA,2024 Assessment,2023,2024,58.9811599531139,-159.057947848005
0246890,Manokotak,823,,,Manokotak Natives Limited Corp.,,1000,,,,,,t,t,f,f,,,,593,AEA,,,,58.9810791015625,-159.05810546875
0246890,Manokotak,826,,,Manokotak Natives Ltd.,,89100,,,,,,t,t,f,f,,,,188,AEA,,,,58.9810791015625,-159.05792236328125
0246890,Manokotak,825,ANC-M-001,,Manokotak Power Company,,21400,,,,,,t,t,f,t,,,,189,AEA,,,,58.9810791015625,-159.05780029296875
0246890,Manokotak,,,,Manokotak School Tank Farm,2,30000,,30000,,,,t,f,f,,Vitus,,,,AEA,2024 Assessment,2023,2024,58.9812918908849,-159.057503869696
0246890,Manokotak,829,,,Manukutaag Trading Co. Store,,1450,,,,,,t,t,f,f,,,,660,AEA,,,,58.98028564453125,-159.056884765625
0246890,Manokotak,828,,,Moravian Church,,2700,,,,,,t,t,f,f,,,,659,AEA,,,,58.98291015625,-159.0546875
0246890,Manokotak,,,291-BF-02,Southwest Region School District,5,53500,,53500,,,,t,f,f,f,,,,,DEC,,,,58.98870849609375,-159.0491943359375
0247000,Marshall,,ANC-M-003,291-BF-04,Alaska Village Electric Cooperative,16,146500,,146500,,,,,,,t,,,,,DEC,,,,61.87847900390625,-162.08502197265625
0247000,Marshall,,,,City,9,123418,50000,67418,,,6000,t,f,f,,Crowley,,,,AEA,2024 Assessment,2023,2024,61.8779026950357,-162.08495669082
0247000,Marshall,591,,291-BF-03,City of Marshall,2,15000,,15000,,,,t,f,f,f,,"Site Location: Tank farm in flood plain; Facility threatened by coastal erosion/avalanche/river erosion/other; Tank Farm within 100-feet of a well. 
Secondary Containment:  No containment; Inadequate containment. 
Foundations:  Belly of tank more than 12i",100,192,AEA,2017 Letter Report & Best Practice Assessment,2017,2017,61.87811279296875,-162.0845947265625
0247000,Marshall,,ANC-M-005,291-BF-01,Lower Yukon School District,8,88400,3000,85400,,,,t,f,f,t,,,,,DEC,,,,61.87750244140625,-162.08160400390625
0247000,Marshall,,,,Marshall AVEC Tank Farm,16,145026,,145026,,,,t,f,f,,Vitus,,,,AEA,2024 Assessment,2023,2024,61.8782070419396,-162.085104044678
0247000,Marshall,,,,Marshall School Tank Farm,5,83000,3000,80000,,,,f,f,t,,Crowley/Vitus,,,,AEA,2024 Assessment,2023,2024,61.8773916923089,-162.081703925656
0247000,Marshall,590,ANC-M-002,,Maserculiq,7,108400,53000,55400,,,,t,f,f,t,"Ruby Marine, Crowley Marine, Vitus Marine","Site Location: Tank farm in flood plain; Facility threatened by coastal erosion/avalanche/river erosion/other; Tank Farm within 100-feet of a well. 
Secondary Containment:  No containment; Inadequate containment. 
Foundations:  Belly of tank more than 12i",100,191,AEA,2017 Letter Report & Best Practice Assessment,2017,2017,61.87811279296875,-162.08428955078125
0246010,McGrath,,,,AT&T,1,1000,,1000,,,,f,f,t,f,,,,,DEC,,,,62.9500732421875,-155.5880126953125
0246010,McGrath,,ANC-M-007,292-BF-01,City of McGrath,4,41000,5000,36000,,,,t,f,f,t,,,,,DEC,,,,62.9500732421875,-155.588623046875
0246010,McGrath,,,,City of McGrath Tank Farm,5,47700,5000,36700,,,6000,t,f,f,,Crowley,,,,AEA,2024 Assessment,2023,2024,62.95688562,-155.59305183
0246010,McGrath,,ANC-M-012,,Crowley Bulk Fuel Facility,,,,,,,,,,,t,,,,,USCG,2015 Assessment,2015,2015,62.95648193359375,-155.5950927734375
0246010,McGrath,,,292-BF-03,Federal Aviation Administration,1,10000,,10000,,,,f,f,t,f,,,,,DEC,,,,62.5703125,-155.36407470703125
0246010,McGrath,,ANC-M-008,,Iditarod Area School District,1,10000,,10000,,,,f,f,t,t,,,,,DEC,,,,62.9534912109375,-155.59649658203125
0246010,McGrath,,,,McGrath Airport,3,16000,,16000,,,,t,f,f,f,,,,,DEC,,,,62.95111083984375,-155.5999755859375
0246010,McGrath,,ANC-M-009,,McGrath Light & Power,4,392500,,392500,,,,t,f,f,t,,,,,DEC,,,,62.95672607421875,-155.59442138671875
0246010,McGrath,,,,Yukon Fuel Company,,,,,,,,,,,f,,,,,,,,,62.9500732421875,-155.58837890625
0247990,Mekoryuk,,,,Alaska Army National Guard,1,1500,,1500,,,,f,f,t,f,,,,,DEC,,,,60.38787841796875,-166.1875
0247990,Mekoryuk,602,,,Alaska Village Electric Cooperative,,84900,,,,,,t,f,f,f,,,,198,AEA,,,,60.388671875,-166.1881103515625
0247990,Mekoryuk,,ANC-M-014,,Alaska Village Electric Cooperative,4,108000,,108000,,,,,,,t,,,,,DEC,,,,60.3892822265625,-166.18792724609375
0247990,Mekoryuk,594,,293-BF-04,Bering Sea Reindeer Products,,15900,,,,,,t,f,f,f,,,,597,AEA,,,,60.38067626953125,-166.21710205078125
0247990,Mekoryuk,,,293-BF-07,Lower Kuskokwim School District,3,56500,,56500,,,,t,f,f,f,,,,,DEC,,,,60.386474609375,-166.1890869140625
0247990,Mekoryuk,,,,Mekoryuk LKSD School Tank Farm,3,56500,,56500,,,,t,f,t,,Crowley,,,,AEA,2024 Assessment,2023,2024,60.3885380478857,-166.195884827389
0247990,Mekoryuk,,,,Mekoryuk Shared Tank Farm,4,108000,,108000,,,,t,f,f,,Vitus or Crowley,,,,AEA,2024 Assessment,2023,2024,60.3890945763201,-166.197052001998
0247990,Mekoryuk,,,,Mekoryuk Tank Farm,2,29500,,29500,,,,t,f,f,f,,,,,DEC,,,,60.388916015625,-166.1875
0247990,Mekoryuk,,,293-BF-01,Mekoryuk Tank Farm,7,167000,59000,108000,,,,t,f,f,f,,,,,DEC,,,,60.3892822265625,-166.1873779296875
0247990,Mekoryuk,597,ANC-M-016,293-BF-03,NIMA Corporation,,34700,,,,,,t,f,f,t,,,,194,AEA,,,,60.38812255859375,-166.185302734375
0247990,Mekoryuk,596,,294-BF-05,NIMA Corporation,,43800,,,,,,t,f,f,f,,,,640,AEA,,,,60.38848876953125,-166.18780517578125
0247990,Mekoryuk,,,,NIMA Store & City Shared Tank Farm,9,180000,80000,100000,,,,t,f,f,,Vitus,,,,AEA,2024 Assessment,2023,2024,60.3890097570609,-166.19756698604
0248540,Mentasta Lake,,,,Alaska Gateway School District,1,10000,,10000,,,,f,f,t,f,,,,,DEC,,,,62.92950439453125,-143.798583984375
0248590,Mertarvik,,,,Mertarvik Village Council Tank Farm,4,80546,24171,56375,,,,t,f,f,,Vitus,,,,AEA,2024 Assessment,2023,2024,60.8213425162617,-164.509847300145
0248870,Metlakatla,,,294-BF-01,AT&T,1,6000,,6000,,,,f,t,f,f,,,,,DEC,,,,54.91748046875,-130.84222412109375
0248870,Metlakatla,47,,294-BF-03,Annette Island Gas Service,7,77400,30000,45600,,,,t,f,f,f,Petro Marine,"Site Location: Tank farm in flood plain; Facility threatened by coastal erosion/avalanche/river erosion/other; Tank Farm within 100-feet of a well. 
Secondary Containment:  No containment; Inadequate containment. 
Foundations:  Belly of tank more than 12i",400,888,AEA,2015 Assessment,2015,2015,55.12371826171875,-131.5576171875
0248870,Metlakatla,,,,Annette Island Gas Station,9,93039,40051,38005,,,14983,t,f,f,,Petro Marine,,,,AEA,2024 Assessment,2023,2024,55.1229492850001,-131.563564193
0248870,Metlakatla,,,294-BF-02,Annette Island School District,4,10000,,10000,,,,f,f,t,f,,,,,DEC,,,,55.1251220703125,-131.57568359375
0248870,Metlakatla,,,,Federal Aviation Administration,1,1000,,1000,,,,f,f,t,f,,,,,DEC,,,,55.06048583984375,-131.5780029296875
0248870,Metlakatla,45,,,Guthrie Fuel Service,,117000,,,,,,t,f,f,f,,,,886,AEA,2015 Assessment,2015,2015,55.12127685546875,-131.56060791015625
0248870,Metlakatla,46,,,Louisiana Pacific Ketchikan,,11300,,,,,,t,f,f,f,,,,887,AEA,2015 Assessment,2015,2015,55.1248779296875,-131.56390380859375
0248870,Metlakatla,,,,Metlakatla Power & Light,9,410000,,410000,,,,t,f,f,,Petro Marine,,,,AEA,2024 Assessment,2023,2024,55.1213052160001,-131.56012992
0248870,Metlakatla,48,,,Metlakatla Power and Light,10,411800,,410000,,,1800,t,f,f,f,Petro Marine,"Site Location: Tank farm in flood plain; Facility threatened by coastal erosion/avalanche/river erosion/other; Tank Farm within 100-feet of a well. 
Secondary Containment:  No containment; Inadequate containment. 
Foundations:  Belly of tank more than 12i",100,889,AEA,2015 Assessment,2015,2015,55.11712646484375,-131.54608154296875
0249530,Minto,,,,Alaska Village Electric Cooperative,7,42000,,42000,,,,,,,f,,,,,DEC,,,,65.14788818359375,-149.35400390625
0249530,Minto,,,,DOT&PF Minto APT,1,3000,,3000,,,,f,t,f,f,,,,,DEC,,,,65.14630126953125,-149.3662109375
0249530,Minto,,,,Minto AVEC Tank Farm,9,53216,,41416,,,11800,f,f,t,,Crowley or Vitus,,,,AEA,2024 Assessment,2023,2024,65.1478964071368,-149.353951855327
0249530,Minto,,,295-BF-03,Minto Northfork Store,3,20000,10000,10000,,,,f,f,t,f,,,,,DEC,,,,65.1533203125,-149.33837890625
0249530,Minto,,,,Native Village of Minto,2,12000,,12000,,,,f,f,t,f,,,,,DEC,,,,65.14788818359375,-149.35400390625
0249530,Minto,1092,,,Seth-De-Ya-Ah Corporation,3,20000,10000,10000,,,,f,f,t,f,Alaska Petroleum,"Site Location: Tank farm in flood plain; Facility threatened by coastal erosion/avalanche/river erosion/other; Tank Farm within 100-feet of a well. 
Secondary Containment:  No containment; Inadequate containment. 
Foundations:  Belly of tank more than 12i",,1059,AEA,2017 Letter Report & Best Practice Assessment,2017,2017,65.1533203125,-149.33837890625
0249530,Minto,,,,Yukon Koyukuk School District,5,19000,,19000,,,,f,f,t,f,,,,,DEC,,,,65.152099609375,-149.3477783203125
0250190,Moose Pass,,,296-BF-01,Trail Lakes Hatchery,2,20000,,20000,,,,f,f,t,f,,,,,DEC,,,,60.50189208984375,-149.14288330078125
0251180,Mountain Village,,,296-BF-05,Alaska Village Electric Cooperative,29,305900,,305900,,,,,,,f,,,,,DEC,,,,62.08587646484375,-163.72930908203125
0251180,Mountain Village,609,,,Azachorok,23,286450,106900,139550,,,40000,t,f,f,f,"Ruby Marine, Crowley Marine, Vitus Marine","Site Location: Tank farm in flood plain; Facility threatened by coastal erosion/avalanche/river erosion/other; Tank Farm within 100-feet of a well. 
Secondary Containment:  No containment; Inadequate containment. 
Foundations:  Belly of tank more than 12i",100,206,AEA,2015 Assessment,2015,2015,62.08709716796875,-163.720703125
0251180,Mountain Village,,ANC-M-018,296-BF-03,Azachorok Tank Farm,21,246450,106900,139550,,,,t,f,f,t,,,,,DEC,,,,62.0869140625,-163.720703125
0251180,Mountain Village,,,,Lower Yukon School District,14,142200,12000,130200,,,,t,f,f,f,,,,,DEC,,,,62.0894775390625,-163.727294921875
0251180,Mountain Village,,,,Mountain Village School Tank Farm,7,164000,20000,144000,,,,t,f,f,,Visit or Crowley,,,,AEA,2024 Assessment,2023,2024,62.0896267,-163.72801679
0251180,Mountain Village,,,,Shared Tank Farm,21,248200,107400,135600,,,5200,t,f,f,,Vitus/Crowley,,,,AEA,2024 Assessment,2023,2024,62.08887077,-163.72640876
0252060,Naknek,,,,AK DOT&PF Naknek,1,1000,,1000,,,,,,,f,,,,,DEC,,,,58.7310791015625,-157.00469970703125
0252060,Naknek,,,296-BF-02,Alaska General Seafoods,1,1100,,1100,,,,f,f,t,f,,,,,DEC,,,,58.73187255859375,-156.99359130859375
0252060,Naknek,,,,Alaska General Seafoods,4,20000,,20000,,,,f,f,t,f,,,,,DEC,,,,58.7301025390625,-156.99658203125
0252060,Naknek,,ANC-N-002,,Bristol Alliance Fuels,,,,,,,,,,,t,,,,,,,,,58.728271484375,-157.0198974609375
0252060,Naknek,,,297-BF-05,Bristol Bay Express,1,3000,3000,,,,,t,f,f,f,,,,,DEC,,,,58.7454833984375,-156.9578857421875
0252060,Naknek,,,,D & D Restaurant,1,1000,,1000,,,,f,f,t,f,,,,,DEC,,,,58.727294921875,-157.019287109375
0252060,Naknek,,,297-BF-01,Delta Western,1,5000,5000,,,,,t,f,f,f,,,,,DEC,,,,58.72747802734375,-157.0142822265625
0252060,Naknek,,ANC-N-003,,L&M Equipment,,,,,,,,,,,t,,,,,,,,,58.728271484375,-157.0198974609375
0252060,Naknek,,,299-BF-01,Leader Creek Fisheries Inc.,3,22000,1000,21000,,,,f,f,t,f,,,,,DEC,,,,58.74627685546875,-156.94879150390625
0252060,Naknek,,,,Naknek Engine Sales & SRV,3,7000,6000,1000,,,,,,,f,,,,,DEC,,,,58.728271484375,-157.013427734375
0252060,Naknek,,ANC-N-008,,North Pacific Seafoods,12,38220,1000,37220,,,,f,f,t,t,,,,,DEC,,,,58.7376708984375,-156.97802734375
0252060,Naknek,,,,North Pacific Seafoods,8,263300,9700,253600,,,,t,f,f,f,,,,,DEC,,,,58.761474609375,-157.0623779296875
0252060,Naknek,,ANC-N-007,,OBI,,,,,,,,,,,t,,,,,,,,,58.728271484375,-157.0198974609375
0252060,Naknek,,,299-BF-06,Ocean Beauty Seafoods LLC,2,4000,1000,3000,,,,f,f,t,f,,,,,DEC,,,,58.7291259765625,-157.0010986328125
0252060,Naknek,965,,299-BF-05,Peninsula Automotive,1,4000,4000,0,,,,t,f,f,f,Delta Western,"Tank Farm 6 - Deficiencies & Recommendations:
Site Location: Tank farm in flood plain; Facility threatened by coastal erosion/avalanche/river erosion/other; Tank Farm within 100-feet of a well. 
Secondary Containment:  No containment; Inadequate containm",,829,AEA,2015 Assessment,2015,2015,58.73309326171875,-157.00518798828125
0252060,Naknek,,ANC-N-010,299-BF-03,Trident,7,57000,1000,56000,,,,f,f,t,t,,,,,DEC,,,,58.72869873046875,-157.0089111328125
0252390,Napakiak,834,,299-BF-04,Jung's Trading Post,,1530,,,,,,t,f,f,f,,,,213,AEA,,,,60.6934814453125,-161.97259521484375
0252390,Napakiak,830,ANC-N-013,299-BF-02,Lower Kuskokwim Schools,,76156,,,,,,t,f,f,t,,,,209,AEA,,,,60.8109130859375,-161.4224853515625
0252390,Napakiak,,,300-BF-02,Napakiak Airport Maintenance Station,2,2100,,2100,,,,f,f,t,f,,,,,DEC,,,,60.69390869140625,-161.97747802734375
0252390,Napakiak,,,,Napakiak Corp. Tank Farm,6,106000,40000,60000,,,6000,t,f,f,,Crowley,,,,AEA,2024 Assessment,2023,2024,60.69341336,-161.97273852
0252390,Napakiak,831,ANC-N-014,300-BF-04,Napakiak Corporation,,59000,,,,,,t,f,f,t,,,,210,AEA,,,,60.6962890625,-161.98199462890625
