fips_code,name,regional_corporation,borough,grid,reporting_entity,economic_region,pce_eligible,latitude,longitude
0276260,Tenakee Springs,Sealaska Alaska Native Regional Corporation,Hoonah-Angoon Census Area,Tenakee Springs Grid,City of Tenakee Springs,Southeast Economic Region,t,57.78103139,-135.22829141
0276590,Tetlin,Doyon Alaska Native Regional Corporation,Southeast Fairbanks Census Area,Tok Grid,Alaska Power & Telephone Company,Interior Economic Region,t,63.13803253,-142.51969925
0277140,Thorne Bay,Sealaska Alaska Native Regional Corporation,Prince of Wales-Hyder Census Area,Prince of Wales Island Grid,Alaska Power & Telephone Company,Southeast Economic Region,t,55.68548626,-132.52282231
0277690,Togiak,Bristol Bay Alaska Native Regional Corporation,Dillingham Census Area,Togiak Grid,Alaska Village Electric Cooperative,Southwest Economic Region,t,59.0605115,-160.37879111
0277800,Tok,Doyon Alaska Native Regional Corporation,Southeast Fairbanks Census Area,Tok Grid,Alaska Power & Telephone Company,Interior Economic Region,t,63.33589644,-142.98776188
0278240,Toksook Bay,Calista Alaska Native Regional Corporation,Bethel Census Area,Toksook Bay Grid,Alaska Village Electric Cooperative,Southwest Economic Region,t,60.52954536,-165.10723428
0278297,Tolsona,Ahtna Alaska Native Regional Corporation,Copper River Census Area,Copper Valley Grid,Copper Valley Elec Assn Inc,Gulf Coast Economic Region,,62.09714581,-146.11291342
0278350,Tonsina,Ahtna Alaska Native Regional Corporation,Copper River Census Area,,Copper Valley Elec Assn Inc,Gulf Coast Economic Region,,61.66126868,-145.17965735
0278680,Trapper Creek,Cook Inlet Alaska Native Regional Corporation,Matanuska-Susitna Borough,Railbelt Grid,Matanuska Electric Assn Inc,Anchorage/Mat-Su Economic Region,,62.31623367,-150.2337668
0278790,Tuluksak,Calista Alaska Native Regional Corporation,Bethel Census Area,Tuluksak Grid,,Southwest Economic Region,t,61.09868491,-160.95646047
0279120,Tuntutuliak,Calista Alaska Native Regional Corporation,Bethel Census Area,Tuntutuliak Grid,Tuntutuliak Community,Southwest Economic Region,t,60.34278416,-162.67635558
0279230,Tununak,Calista Alaska Native Regional Corporation,Bethel Census Area,Toksook Bay Grid,Alaska Village Electric Cooperative,Southwest Economic Region,t,60.58616898,-165.2513918
0279780,Twin Hills,Bristol Bay Alaska Native Regional Corporation,Dillingham Census Area,Togiak Grid,Twin Hills Village Council,Southwest Economic Region,t,59.07512832,-160.28060728
0279830,Two Rivers,Doyon Alaska Native Regional Corporation,Fairbanks North Star Borough,Railbelt Grid,Golden Valley Elec Assn Inc,Interior Economic Region,,64.87728553,-147.03838828
0279890,Tyonek,Cook Inlet Alaska Native Regional Corporation,Kenai Peninsula Borough,Railbelt Grid,Chugach Electric Assn Inc,Gulf Coast Economic Region,,61.06808705,-151.14339542
0280100,Ugashik,Bristol Bay Alaska Native Regional Corporation,Lake and Peninsula Borough,,,Southwest Economic Region,,57.51228753,-157.399544
0280660,Unalakleet,Bering Straits Alaska Native Regional Corporation,Nome Census Area,Unalakleet Grid,Unalakleet Valley Electric Cooperative,Northern Economic Region,t,63.87663037,-160.79196516
0280770,Unalaska,Aleut Alaska Native Regional Corporation,Aleutians West Census Area,Unalaska Grid,City of Unalaska,Southwest Economic Region,t,53.87309246,-166.53768178
0281320,Upper Kalskag,Calista Alaska Native Regional Corporation,Bethel Census Area,Upper Kalskag Grid,Alaska Village Electric Cooperative,Southwest Economic Region,t,61.53818537,-160.31576292
0281920,Utqiagvik,Arctic Slope Alaska Native Regional Corporation,North Slope Borough,Utqiagvik Grid,Barrow Utils & Elec Coop Inc,Northern Economic Region,f,71.2893974,-156.76104378
0282200,Valdez,Chugach Alaska Native Regional Corporation,Chugach Census Area,Copper Valley Grid,Copper Valley Elec Assn Inc,Gulf Coast Economic Region,f,61.13023788,-146.35508078
0282420,Venetie,Doyon Alaska Native Regional Corporation,Yukon-Koyukuk Census Area,Venetie Grid,Venetie Village Electric,Interior Economic Region,t,67.01671707,-146.4218093
0282750,Wainwright,Arctic Slope Alaska Native Regional Corporation,North Slope Borough,Wainwright Grid,North Slope Borough Power & Light,Northern Economic Region,t,70.63853949,-160.03223052
0282860,Wales,Bering Straits Alaska Native Regional Corporation,Nome Census Area,Wales Grid,Alaska Village Electric Cooperative,Northern Economic Region,t,65.60901955,-168.09126024
0283080,Wasilla,Cook Inlet Alaska Native Regional Corporation,Matanuska-Susitna Borough,Railbelt Grid,Matanuska Electric Assn Inc,Anchorage/Mat-Su Economic Region,f,61.58209845,-149.44420328
0284000,Whale Pass,Sealaska Alaska Native Regional Corporation,Prince of Wales-Hyder Census Area,Whale Pass Grid,Alaska Power & Telephone Company,Southeast Economic Region,t,56.11714153,-133.12206307
0284070,White Mountain,Bering Straits Alaska Native Regional Corporation,Nome Census Area,White Mountain Grid,City of White Mountain,Northern Economic Region,t,64.68127766,-163.41049001
0284120,Whitestone,Doyon Alaska Native Regional Corporation,Southeast Fairbanks Census Area,Railbelt Grid,Golden Valley Elec Assn Inc,Interior Economic Region,,64.15138198,-145.89544905
0284200,Whitestone Logging Camp,Sealaska Alaska Native Regional Corporation,Hoonah-Angoon Census Area,,,Southeast Economic Region,,58.08906326,-135.44221048
0284510,Whittier,Chugach Alaska Native Regional Corporation,Chugach Census Area,Railbelt Grid,Chugach Electric Assn Inc,Gulf Coast Economic Region,,60.77228823,-148.68597259
0285280,Willow,Cook Inlet Alaska Native Regional Corporation,Matanuska-Susitna Borough,Railbelt Grid,Matanuska Electric Assn Inc,Anchorage/Mat-Su Economic Region,f,61.74401444,-150.04551523
0285290,Willow Creek,Ahtna Alaska Native Regional Corporation,Copper River Census Area,Copper Valley Grid,Copper Valley Elec Assn Inc,Gulf Coast Economic Region,,61.7999571,-145.1850849
0285610,Wiseman,Doyon Alaska Native Regional Corporation,Yukon-Koyukuk Census Area,,,Interior Economic Region,,67.41,-150.1075
0285680,Womens Bay,Koniag Alaska Native Regional Corporation,Kodiak Island Borough,Kodiak Grid,Kodiak Electric Assn Inc,Gulf Coast Economic Region,,57.705535,-152.58227229
0286380,Wrangell,Sealaska Alaska Native Regional Corporation,City and Borough of Wrangell,SEAPA Grid,City of Wrangell,Southeast Economic Region,f,56.470404,-132.3836088
0286490,Yakutat,Sealaska Alaska Native Regional Corporation,City and Borough of Yakutat,Yakutat Grid,Alaska Village Electric Cooperative,Southeast Economic Region,t,59.5587609,-139.75003244
