community_fips_code,e_per_capita_income,m_per_capita_income,e_pop_below_poverty,m_pop_below_poverty,e_pop_of_poverty_det,m_pop_of_poverty_det,start_year,end_year
0213340,36723,7772,20,21,237,66,2014,2018
0213340,34161,7384,32,25,206,60,2015,2019
0213340,38683,9700,19,16,173,56,2016,2020
0213340,38972,7595,13,13,188,60,2017,2021
0213340,30229,7450,12,13,283,149,2018,2022
0213340,27225,6186,8,12,318,147,2019,2023
0213450,,,,,,,2007,2011
0213450,,,0,10,0,10,2008,2012
0213450,,,0,9,0,9,2009,2013
0213450,,,0,9,0,9,2010,2014
0213450,,,0,9,0,9,2011,2015
0213450,,,0,9,0,9,2012,2016
0213450,,,0,9,12,16,2013,2017
0213450,,,0,9,13,18,2014,2018
0213450,,,0,9,12,16,2015,2019
0213450,,,0,10,12,16,2016,2020
0213450,,,0,10,12,17,2017,2021
0213450,,,0,10,0,10,2018,2022
0213450,,,0,10,0,10,2019,2023
0213550,26965,8229,,,,,2007,2011
0213550,28823,12303,7,7,116,37,2008,2012
0213550,25960,6366,6,7,101,37,2009,2013
0213550,23484,8860,0,9,86,30,2010,2014
0213550,31866,12095,0,9,70,24,2011,2015
0213550,24405,9609,0,9,40,17,2012,2016
0213550,25183,9372,0,9,35,18,2013,2017
0213550,24031,6730,5,7,61,28,2014,2018
0213550,22304,7564,6,7,57,26,2015,2019
0213550,25424,8107,6,8,42,23,2016,2020
0213550,27989,9215,8,10,44,33,2017,2021
0213550,25963,8883,11,12,54,30,2018,2022
0213550,36821,15786,0,10,28,20,2019,2023
0213670,46739,15511,,,,,2007,2011
0213670,53532,14881,0,10,76,31,2008,2012
0213670,49068,10762,0,9,72,32,2009,2013
0213670,38303,9766,0,9,60,21,2010,2014
0213670,45390,14065,0,9,73,25,2011,2015
0213670,39954,9993,3,4,59,19,2012,2016
0213670,40833,18536,9,8,63,21,2013,2017
0213670,32403,9954,10,10,75,30,2014,2018
0213670,30416,11465,14,10,69,30,2015,2019
0213670,17880,7373,11,9,35,17,2016,2020
0213670,14913,10780,8,9,31,24,2017,2021
0213670,22490,7447,2,3,39,23,2018,2022
0213670,26835,7555,2,3,31,23,2019,2023
0213780,20795,4423,,,,,2007,2011
0213780,24926,6595,10,11,66,29,2008,2012
0213780,23418,5586,3,3,60,21,2009,2013
0213780,20514,5336,4,5,58,18,2010,2014
0213780,21083,4430,6,4,70,20,2011,2015
0213780,20292,5366,5,5,71,19,2012,2016
0213780,14637,4939,7,5,57,19,2013,2017
0213780,17378,4641,6,5,51,19,2014,2018
0213780,18551,5580,7,6,49,21,2015,2019
0213780,15315,5345,3,5,52,31,2016,2020
0213780,17345,5945,4,5,40,28,2017,2021
0213780,18603,9793,0,10,30,16,2018,2022
0213780,19842,14620,0,10,31,15,2019,2023
0213860,30185,8696,,,,,2007,2011
0213860,30648,8718,0,10,27,27,2008,2012
0213860,,,0,9,11,18,2009,2013
0213860,,,0,9,14,20,2010,2014
0213860,,,0,9,23,26,2011,2015
0213860,,,0,9,0,9,2012,2016
0213860,,,0,9,0,9,2013,2017
0213860,,,0,9,0,9,2014,2018
0213860,,,0,9,0,9,2015,2019
0213860,,,0,10,0,10,2016,2020
0213860,,,0,10,0,10,2017,2021
0213860,,,0,10,0,10,2018,2022
0213860,,,0,10,0,10,2019,2023
0213890,,,,,,,2007,2011
0213890,,,0,10,0,10,2008,2012
0213890,,,0,9,0,9,2009,2013
0213890,,,0,9,0,9,2010,2014
0213890,,,0,9,0,9,2011,2015
0213890,,,0,9,0,9,2012,2016
0213890,,,0,9,0,9,2013,2017
0213890,,,0,9,0,9,2014,2018
0213890,,,0,9,0,9,2015,2019
0213890,,,0,10,0,10,2016,2020
0213890,,,0,10,0,10,2017,2021
0213890,,,0,10,0,10,2018,2022
0213890,,,0,10,0,10,2019,2023
0214000,19396,5717,,,,,2007,2011
0214000,20402,5751,13,19,121,71,2008,2012
0214000,21100,5630,18,25,113,63,2009,2013
0214000,24429,9293,24,28,105,51,2010,2014
0214000,21005,9823,12,15,59,42,2011,2015
0214000,24242,12911,13,16,69,36,2012,2016
0214000,21546,11165,15,20,57,37,2013,2017
0214000,18534,11108,14,19,85,55,2014,2018
0214000,20375,10306,14,19,80,59,2015,2019
0214000,38835,15157,12,16,52,39,2016,2020
0214000,35114,18879,10,14,42,34,2017,2021
0214000,43087,21648,11,16,45,33,2018,2022
0214000,48315,16684,13,14,52,35,2019,2023
0214110,18316,10222,,,,,2007,2011
0214110,17753,7224,17,12,118,62,2008,2012
0214110,22444,11919,12,12,61,32,2009,2013
0214110,19960,9536,9,12,78,44,2010,2014
0214110,16354,8167,12,18,80,36,2011,2015
0214110,19441,12584,5,5,76,44,2012,2016
0214110,25778,9633,6,6,92,55,2013,2017
0214110,25402,11485,7,7,98,54,2014,2018
0214110,30021,13817,16,19,61,44,2015,2019
0214110,30630,29286,31,28,71,43,2016,2020
0214110,30488,21441,26,26,81,46,2017,2021
0214110,26383,23313,38,40,71,47,2018,2022
0214110,19750,20184,67,57,100,58,2019,2023
0214330,17413,6078,,,,,2007,2011
0214330,16343,4768,37,22,106,38,2008,2012
0214330,15424,4412,40,27,98,46,2009,2013
0214330,15727,6587,47,25,96,31,2010,2014
0214330,12547,4373,56,20,111,25,2011,2015
0214330,9264,2656,53,20,100,24,2012,2016
0214330,9880,2420,51,16,101,23,2013,2017
0214330,11056,2736,54,20,116,33,2014,2018
0214330,10108,2414,58,24,109,29,2015,2019
0214330,11245,3563,44,17,88,20,2016,2020
0214330,11608,3758,51,22,93,26,2017,2021
0214330,12348,3655,48,23,92,30,2018,2022
0214330,17971,5021,30,23,89,34,2019,2023
0214880,8502,4130,,,,,2007,2011
0214880,16450,10110,37,32,74,38,2008,2012
0214880,12747,7364,60,39,103,43,2009,2013
0214880,13873,7509,65,41,103,46,2010,2014
0214880,16347,7653,75,35,118,36,2011,2015
0214880,13264,9376,70,32,116,40,2012,2016
0214880,9841,4302,66,30,108,34,2013,2017
0214880,12741,6338,39,20,74,28,2014,2018
0214880,16427,8881,26,18,64,29,2015,2019
0214880,13831,7958,14,13,42,27,2016,2020
0214880,19617,12226,4,5,29,19,2017,2021
0214880,19402,11487,18,14,45,24,2018,2022
0214880,26654,18290,13,12,48,28,2019,2023
0215320,38846,18125,,,,,2007,2011
0215320,33758,11305,4,7,126,59,2008,2012
0215320,32322,12564,13,15,117,53,2009,2013
0215320,23579,8571,22,15,163,95,2010,2014
0215320,25396,8403,24,19,182,87,2011,2015
0215320,31483,9355,18,16,198,88,2012,2016
0215320,34230,10464,21,13,176,85,2013,2017
0215320,32869,10407,26,20,197,93,2014,2018
0215320,30030,9026,25,19,227,132,2015,2019
0215320,31309,9699,25,20,251,132,2016,2020
0215320,27677,9180,27,21,230,133,2017,2021
0215320,32806,8336,27,22,279,138,2018,2022
0215320,37574,7922,12,13,294,124,2019,2023
0215430,10651,6144,,,,,2007,2011
0215430,12732,5920,24,25,72,25,2008,2012
0215430,8596,3137,40,24,84,29,2009,2013
0215430,9380,2546,35,19,75,23,2010,2014
0215430,9664,3993,31,19,56,21,2011,2015
0215430,10096,3275,26,15,47,22,2012,2016
0215430,8991,2892,17,11,50,22,2013,2017
0215430,10069,4058,15,15,43,25,2014,2018
0215430,9457,5556,14,12,39,21,2015,2019
0215430,9197,4664,11,9,33,22,2016,2020
0215430,13576,8011,18,17,39,21,2017,2021
0215430,11397,10474,21,15,29,19,2018,2022
0215430,24932,15447,9,12,19,15,2019,2023
0216360,25792,6552,,,,,2007,2011
0216360,19007,4018,13,16,91,38,2008,2012
0216360,26055,5783,12,15,119,51,2009,2013
0216360,27764,6120,8,12,131,53,2010,2014
0216360,27240,5186,9,12,150,58,2011,2015
0216360,26192,5994,12,15,180,65,2012,2016
0216360,32328,6480,0,9,154,56,2013,2017
0216360,36464,9481,0,9,130,51,2014,2018
0216360,32857,12171,29,36,152,64,2015,2019
0216360,33906,16124,20,28,220,90,2016,2020
0216360,36844,15438,20,27,206,74,2017,2021
0216360,38886,17186,24,33,201,64,2018,2022
0216360,37040,14920,38,43,249,77,2019,2023
0216420,28238,3679,,,,,2007,2011
0216420,29868,3696,136,66,1312,258,2008,2012
0216420,28249,3074,213,72,1435,243,2009,2013
0216420,26557,3377,239,81,1485,254,2010,2014
0216420,28564,3340,252,81,1577,268,2011,2015
0216420,32853,3561,198,68,1321,200,2012,2016
0216420,30974,3900,201,55,1288,182,2013,2017
0216420,33400,4082,138,54,1217,163,2014,2018
0216420,37596,5595,112,51,1223,222,2015,2019
0216420,31650,5303,222,184,1469,329,2016,2020
0216420,33376,5882,265,206,1557,337,2017,2021
0216420,36754,6773,269,200,1515,334,2018,2022
0216420,38144,7263,291,209,1615,345,2019,2023
0216530,25790,14422,,,,,2007,2011
0216530,30133,13515,3,5,49,32,2008,2012
0216530,41585,12284,3,4,52,27,2009,2013
0216530,44116,10628,4,5,40,17,2010,2014
0216530,49020,8884,0,9,41,14,2011,2015
0216530,46327,8697,0,9,55,19,2012,2016
0216530,47579,8529,0,9,51,21,2013,2017
0216530,50281,10392,0,9,47,22,2014,2018
0216530,56113,13444,0,9,51,20,2015,2019
0216530,78159,19285,0,10,118,59,2016,2020
0216530,65104,17446,0,10,98,42,2017,2021
0216530,61831,17014,0,10,137,63,2018,2022
0216530,56736,192719,0,10,138,58,2019,2023
0216630,,,,,,,2007,2011
0216630,,,0,10,0,10,2008,2012
0216630,,,0,9,0,9,2009,2013
0216630,31591,70753,4,8,11,23,2010,2014
0216630,,,3,8,10,22,2011,2015
0216630,37193,16589,10,21,41,66,2012,2016
0216630,36868,4495,25,50,84,152,2013,2017
0216630,43962,10665,23,46,132,175,2014,2018
0216630,58367,15981,2,4,156,142,2015,2019
0216630,59193,12351,2,4,268,173,2016,2020
0216630,61232,14396,0,10,223,151,2017,2021
0216630,56452,24428,49,104,270,56,2018,2022
0216630,51151,35044,56,121,300,52,2019,2023
0216750,35163,6107,,,,,2007,2011
0216750,34389,4446,1332,393,12997,833,2008,2012
0216750,32065,2389,1209,442,13082,1157,2009,2013
0216750,33217,2410,954,395,13586,1118,2010,2014
0216750,33835,2249,1121,433,13606,1010,2011,2015
0216750,35121,2719,595,234,13305,1124,2012,2016
0216750,35576,2732,719,282,13285,1050,2013,2017
0216750,40107,3430,695,268,12715,1124,2014,2018
0216750,41551,4877,720,266,11891,892,2015,2019
0216750,38282,3687,637,244,11919,1134,2016,2020
0216750,40465,4274,800,249,11081,990,2017,2021
0216750,44586,4018,697,199,11705,1113,2018,2022
0216750,46874,5150,685,277,11195,1142,2019,2023
0217190,44716,6333,,,,,2007,2011
0217190,41390,11098,10,20,302,159,2008,2012
0217190,36362,11539,13,21,227,108,2009,2013
0217190,47547,14703,13,20,323,121,2010,2014
0217190,36337,15176,19,21,457,196,2011,2015
0217190,30090,15973,49,51,483,215,2012,2016
0217190,33643,15018,51,51,564,187,2013,2017
0217190,31165,10861,37,45,562,208,2014,2018
0217190,25405,8476,33,39,471,196,2015,2019
0217190,23378,11451,26,38,256,141,2016,2020
0217190,53177,29974,0,10,217,146,2017,2021
0217190,47029,21894,0,10,224,128,2018,2022
0217190,65942,23892,0,10,231,105,2019,2023
0217300,22708,5598,,,,,2007,2011
0217300,24269,6071,63,36,351,105,2008,2012
0217300,22786,5031,67,38,375,97,2009,2013
0217300,22106,8196,64,36,373,91,2010,2014
0217300,19978,4852,75,42,400,102,2011,2015
0217300,21976,6049,15,13,332,100,2012,2016
0217300,19358,4968,40,26,392,134,2013,2017
0217300,22498,5506,29,27,299,110,2014,2018
0217300,22645,6143,32,29,245,93,2015,2019
0217300,25034,6510,36,33,281,96,2016,2020
0217300,23571,5864,38,32,339,108,2017,2021
0217300,30202,7274,11,13,323,82,2018,2022
0217300,35931,7896,18,16,308,93,2019,2023
0217410,34412,3900,,,,,2007,2011
0217410,38287,4703,49,47,2402,289,2008,2012
0217410,37992,5239,25,23,2567,297,2009,2013
0217410,39828,5771,62,36,2598,326,2010,2014
0217410,45476,6173,150,134,2581,350,2011,2015
0217410,44542,5437,127,104,3010,317,2012,2016
0217410,44055,5892,132,123,3137,299,2013,2017
0217410,37651,4706,135,84,3002,295,2014,2018
0217410,38190,5523,131,93,2759,308,2015,2019
0217410,43280,6430,45,39,2158,101,2016,2020
0217410,42385,6580,42,52,2516,122,2017,2021
0217410,39962,4812,60,66,2416,125,2018,2022
0217410,41550,5652,29,27,2266,432,2019,2023
0217670,25698,4310,,,,,2007,2011
0217670,17320,9735,14,20,138,130,2008,2012
0217670,22059,9234,11,16,127,131,2009,2013
0217670,21977,9973,11,14,151,141,2010,2014
0217670,15872,5588,0,9,105,106,2011,2015
0217670,18762,2792,0,9,143,141,2012,2016
0217670,28169,7400,0,9,36,42,2013,2017
0217670,24297,4664,0,9,35,44,2014,2018
0217670,26100,5199,0,9,37,47,2015,2019
0217670,,,0,10,9,14,2016,2020
0217670,,,0,10,9,13,2017,2021
0217670,44836,18441,0,10,25,21,2018,2022
0217670,,,0,10,19,25,2019,2023
0217740,26651,3316,,,,,2007,2011
0217740,28099,3543,214,93,1254,140,2008,2012
0217740,27170,2932,227,86,1291,127,2009,2013
0217740,28038,2233,196,69,1285,127,2010,2014
0217740,30097,2254,169,44,1218,102,2011,2015
0217740,31247,2405,209,47,1242,103,2012,2016
0217740,33362,2271,194,44,1267,112,2013,2017
0217740,33981,2220,183,40,1241,99,2014,2018
0217740,33238,3539,176,38,1167,94,2015,2019
0217740,37181,4465,172,53,1185,97,2016,2020
0217740,38059,3732,130,36,1085,100,2017,2021
0217740,41566,3194,128,37,1051,96,2018,2022
0217740,42602,3738,99,29,1049,106,2019,2023
0217850,11540,4494,,,,,2007,2011
0217850,10391,2657,28,19,152,47,2008,2012
0217850,11520,3459,23,16,120,51,2009,2013
0217850,11839,3756,25,19,104,35,2010,2014
0217850,14055,3523,39,16,98,23,2011,2015
0217850,19712,5837,25,16,65,23,2012,2016
0217850,15116,4620,44,19,90,21,2013,2017
0217850,17150,5486,39,18,90,29,2014,2018
0217850,13847,4549,36,18,75,23,2015,2019
0217850,11774,4830,25,16,57,22,2016,2020
0217850,10797,3822,23,17,65,23,2017,2021
0217850,14461,8523,8,6,28,14,2018,2022
0217850,23378,12879,5,6,18,11,2019,2023
0217960,19577,3415,,,,,2007,2011
0217960,21345,4393,5,11,53,50,2008,2012
0217960,23643,3348,5,11,95,79,2009,2013
0217960,25040,3202,0,9,84,76,2010,2014
0217960,22425,5304,0,9,132,92,2011,2015
0217960,35689,30108,0,9,108,95,2012,2016
0217960,28523,14955,0,9,96,73,2013,2017
0217960,25516,23047,0,9,58,45,2014,2018
0217960,29730,17941,6,9,73,52,2015,2019
0217960,41228,20882,7,11,57,33,2016,2020
0217960,37086,17534,8,12,63,53,2017,2021
0217960,38237,19845,6,10,62,62,2018,2022
0217960,45741,17336,6,11,76,70,2019,2023
0218510,16596,5770,,,,,2007,2011
0218510,16168,4364,14,13,85,26,2008,2012
0218510,18576,5472,13,13,96,30,2009,2013
0218510,14984,3049,21,13,127,34,2010,2014
0218510,16429,3167,20,11,143,33,2011,2015
0218510,14865,2891,20,13,149,34,2012,2016
0218510,16069,3212,20,10,152,36,2013,2017
0218510,15400,2784,23,10,154,31,2014,2018
0218510,15175,4743,21,13,143,34,2015,2019
0218510,13942,3279,36,18,150,38,2016,2020
0218510,17859,5101,28,17,163,47,2017,2021
0218510,19870,5550,24,15,189,52,2018,2022
0218510,21618,5002,38,22,205,49,2019,2023
0218620,36112,5360,,,,,2007,2011
0218620,37282,5319,61,43,862,182,2008,2012
0218620,33476,5277,85,46,932,176,2009,2013
0218620,32020,4695,118,54,1070,195,2010,2014
0218620,30173,4611,111,59,1045,191,2011,2015
0218620,27569,3810,117,69,1050,208,2012,2016
0218620,29963,4506,101,46,929,159,2013,2017
0218620,31789,5807,132,60,1050,196,2014,2018
0218620,32133,5853,140,61,990,169,2015,2019
0218620,33095,6546,157,68,1179,210,2016,2020
0218620,34093,6842,146,78,1257,226,2017,2021
0218620,40245,7172,101,50,1119,201,2018,2022
0218620,45210,10134,100,63,1150,251,2019,2023
0218675,27062,4424,,,,,2007,2011
0218675,25263,4742,217,170,1910,278,2008,2012
0218675,23876,4420,352,230,1837,253,2009,2013
0218675,27519,4442,383,234,2122,326,2010,2014
0218675,27771,4104,345,213,2311,310,2011,2015
0218675,29503,3791,240,213,2409,267,2012,2016
0218675,29734,3936,243,190,2601,305,2013,2017
0218675,32207,4037,84,88,2582,274,2014,2018
0218675,32187,4851,113,110,2397,303,2015,2019
0218675,32483,3976,123,119,2098,270,2016,2020
0218675,33110,5485,147,131,1988,268,2017,2021
0218675,34958,4751,232,159,2048,281,2018,2022
0218675,46398,13814,248,124,2052,315,2019,2023
0218805,29888,9530,,,,,2007,2011
0218805,27765,10449,79,85,359,188,2008,2012
0218805,25281,9955,97,101,422,181,2009,2013
0218805,32653,16125,120,108,429,188,2010,2014
0218805,32380,12403,149,105,494,182,2011,2015
0218805,37951,12383,120,96,597,208,2012,2016
0218805,26397,14182,247,293,822,703,2013,2017
0218805,30554,22297,251,293,840,840,2014,2018
0218805,28650,16537,236,293,848,871,2015,2019
0218805,30199,25034,238,362,915,1049,2016,2020
0218805,29162,21754,246,324,855,1118,2017,2021
0218805,122651,75703,57,110,817,282,2018,2022
0218805,126728,79634,22,51,787,289,2019,2023
0218925,32939,5958,,,,,2007,2011
0218925,34492,4832,71,39,1009,147,2008,2012
0218925,33469,4202,74,38,940,138,2009,2013
0218925,31425,4187,100,50,1135,169,2010,2014
0218925,34152,4130,105,46,1137,131,2011,2015
0218925,37328,4006,66,39,1197,145,2012,2016
0218925,37004,3651,62,38,1185,132,2013,2017
0218925,38290,3680,79,40,1279,143,2014,2018
0218925,40998,4136,58,28,1242,142,2015,2019
0218925,41043,4999,48,27,1332,197,2016,2020
0218925,39787,4946,51,25,1405,199,2017,2021
0218925,43208,5401,81,36,1392,210,2018,2022
0218925,42752,5484,54,26,1333,185,2019,2023
0218950,33539,2946,,,,,2007,2011
0218950,33193,3014,271,97,2143,166,2008,2012
0218950,31870,2794,275,85,2137,181,2009,2013
0218950,30727,2349,270,81,2231,128,2010,2014
0218950,30167,2715,280,76,2282,136,2011,2015
0218950,31148,2392,203,59,2275,132,2012,2016
0218950,33544,2888,212,55,2179,170,2013,2017
0218950,34841,3169,254,75,2216,176,2014,2018
0218950,34960,3302,258,81,2175,144,2015,2019
0218950,35178,4040,189,58,2024,195,2016,2020
0218950,37557,3701,232,66,2092,182,2017,2021
0218950,40299,13854,239,122,2139,250,2018,2022
0218950,43779,15847,202,475,2048,238,2019,2023
0219060,13285,6482,,,,,2007,2011
0219060,12291,5910,94,48,133,57,2008,2012
0219060,10465,3133,71,41,103,48,2009,2013
0219060,11415,4376,38,20,65,27,2010,2014
0219060,11709,4305,28,20,43,25,2011,2015
0219060,10129,4401,29,16,55,25,2012,2016
0219060,11671,3567,28,14,76,20,2013,2017
0219060,10741,4491,31,15,94,26,2014,2018
0219060,12476,2782,24,13,93,28,2015,2019
0219060,11412,3138,26,16,93,28,2016,2020
0219060,11345,4207,28,14,80,30,2017,2021
0219060,9583,3239,25,18,47,28,2018,2022
0219060,7448,2734,23,16,25,17,2019,2023
0219720,,,,,,,2007,2011
0219720,,,0,10,0,10,2008,2012
0219720,,,0,9,0,9,2009,2013
0219720,,,0,9,0,9,2010,2014
0219720,,,0,9,0,9,2011,2015
0219720,,,0,9,0,9,2012,2016
0219720,,,0,9,0,9,2013,2017
0219720,,,0,9,0,9,2014,2018
0219720,,,0,9,0,9,2015,2019
0219720,,,0,10,0,10,2016,2020
0219720,,,0,10,0,10,2017,2021
0219720,,,0,10,0,10,2018,2022
0219720,,,0,10,0,10,2019,2023
0219750,12899,6487,,,,,2007,2011
0219750,11599,6706,33,38,67,45,2008,2012
0219750,11394,7441,26,34,50,43,2009,2013
0219750,14492,10507,7,10,38,22,2010,2014
0219750,14787,5873,14,12,54,24,2011,2015
0219750,14694,5184,12,12,65,27,2012,2016
0219750,18237,6119,10,12,52,25,2013,2017
0219750,15366,5686,10,13,38,23,2014,2018
0219750,15217,5961,10,12,36,20,2015,2019
0219750,20745,8504,0,10,22,17,2016,2020
0219750,,,0,10,11,13,2017,2021
0219750,,,0,10,0,10,2018,2022
0219750,,,0,10,0,10,2019,2023
0220020,,,,,,,2007,2011
0220020,18435,5827,0,10,40,48,2008,2012
0220020,16867,4509,14,20,70,64,2009,2013
0220020,15697,2770,16,23,88,64,2010,2014
0220020,15682,2345,13,19,84,35,2011,2015
0220020,18325,5031,5,8,91,40,2012,2016
0220020,20899,4211,6,8,90,41,2013,2017
0220020,15236,4244,0,9,133,79,2014,2018
0220020,15748,4215,0,9,119,85,2015,2019
0220020,23545,15501,0,10,262,123,2016,2020
0220020,24159,17076,0,10,232,123,2017,2021
0220020,28392,18237,0,10,202,132,2018,2022
0220020,38840,31000,0,10,147,132,2019,2023
0220380,19079,4636,,,,,2007,2011
0220380,15591,4761,37,28,93,44,2008,2012
0220380,15771,4081,39,31,107,50,2009,2013
0220380,19872,8319,21,21,74,35,2010,2014
0220380,19202,6896,23,18,89,35,2011,2015
0220380,15430,7376,24,21,84,40,2012,2016
0220380,23542,6703,4,5,74,31,2013,2017
0220380,22708,6332,6,6,74,36,2014,2018
0220380,23699,5252,9,8,86,41,2015,2019
0220380,28690,8582,10,8,109,40,2016,2020
0220380,30430,8971,7,9,107,51,2017,2021
0220380,34690,9512,7,8,99,51,2018,2022
0220380,38443,12862,11,16,94,43,2019,2023
0220600,13515,7168,,,,,2007,2011
0220600,13824,4427,12,13,34,30,2008,2012
0220600,14458,6042,9,8,24,12,2009,2013
0220600,16400,4757,3,3,11,7,2010,2014
0220600,23476,6587,3,3,17,10,2011,2015
0220600,32919,8399,1,2,21,12,2012,2016
0220600,33436,8803,3,3,22,11,2013,2017
0220600,32068,10907,5,5,25,12,2014,2018
0220600,28438,11511,5,6,40,23,2015,2019
0220600,28525,8080,6,8,32,20,2016,2020
0220600,33912,15870,4,7,25,24,2017,2021
0220600,24754,10165,4,7,56,31,2018,2022
0220600,28569,13992,0,10,53,34,2019,2023
0220716,102665,30481,0,10,0,10,2016,2020
0220716,86991,33209,0,10,17,37,2017,2021
0220716,106103,34835,0,10,24,68,2018,2022
0220716,104122,33345,0,10,30,85,2019,2023
0220970,,,,,,,2007,2011
0220970,,,0,10,17,23,2008,2012
0220970,,,0,9,19,26,2009,2013
0220970,,,0,9,21,27,2010,2014
0220970,,,0,9,0,9,2011,2015
0220970,,,0,9,0,9,2012,2016
0220970,4686,2476,28,29,28,29,2013,2017
0220970,22850,28004,31,32,34,33,2014,2018
0220970,16683,27902,33,33,35,34,2015,2019
0220970,23405,26670,29,27,40,30,2016,2020
0220970,31633,29416,26,26,39,29,2017,2021
0220970,72638,43433,5,7,21,21,2018,2022
0220970,,,0,10,13,21,2019,2023
0221040,10764,3082,,,,,2007,2011
0221040,10649,2460,65,30,281,52,2008,2012
0221040,11070,1563,80,35,349,43,2009,2013
0221040,10895,1620,99,31,424,50,2010,2014
0221040,10582,1366,96,32,453,46,2011,2015
0221040,11689,1169,105,38,470,57,2012,2016
0221040,10857,1414,126,43,470,54,2013,2017
0221040,10843,1300,130,37,487,52,2014,2018
0221040,13141,1879,122,47,521,58,2015,2019
0221040,12613,1819,195,67,547,81,2016,2020
0221040,13755,2680,206,74,621,91,2017,2021
0221040,17033,3445,138,57,475,96,2018,2022
0221040,18577,4946,86,55,332,92,2019,2023
0221150,36908,14850,,,,,2007,2011
0221150,34034,12746,8,9,47,30,2008,2012
0221150,32207,12743,8,8,55,27,2009,2013
0221150,33305,13664,9,10,74,26,2010,2014
0221150,33619,11039,12,11,68,21,2011,2015
0221150,31749,13605,15,17,80,24,2012,2016
0221150,40920,20960,11,16,69,24,2013,2017
0221150,45328,22346,12,18,83,32,2014,2018
0221150,66419,26330,10,19,58,22,2015,2019
0221150,63549,36209,11,19,51,21,2016,2020
0221150,88249,33979,1,3,47,21,2017,2021
0221150,84070,48544,0,10,46,44,2018,2022
0221150,89854,48715,2,3,50,57,2019,2023
0221370,20277,1939,,,,,2007,2011
0221370,22638,2136,64,69,2285,452,2008,2012
0221370,22668,2108,33,27,2201,474,2009,2013
0221370,23578,2116,34,29,2211,422,2010,2014
